comment,class
هاد الزمر ما عندو تريكة تجمعو الله يلطف بنا كترتو بزااف يا ربي تسترنا,1
مفراسي والو ودخلت الفيديو لقيت راسي بحال الاطرش في الزفة  هههههههههههههه  بحال دوك الناس لي كيتجمعو فالجوقة ويسولو شنوطاري شنوطاري الخوت مال هدو,0
قالك ممثل موسخ المواضيع ديال الويل,1
موسخ  بزاف عليك تكون راجل لا انتى ولا هدوك لدرين بيك,1
هنا نصوني عليها ونكول ليها كولشي في وجها حيتاش مكنقدرش نكول ليها كولشي في وجها لوجيك,0
راه هو ماشي راجل بنت وهو يتصحبو بلي هو راجل خاصها تمشي لطبيب نفسي باش يقنعها بلي هي بنت حتا صوتها بنت هذا الرسالة لهذا البنت شوفي مهما صار أي شيء على قبل الوليدة ديالك صبر راه كتعذبي غار مامك,0
لا حول ولا قوة الا بالله العلي العظيم حسبنا الله ونعم الوكيل  الله يعطيك العز اما الدل راكي فيه انتي انتي السي بوكمون ديالك,1
آش هاذ الزمر,1
لا احنينتي لمرا مع راجلها مكيسيفطوش التصاور هاد تصرف لي مصاحبين و طاغي غير الجنس فالعلاقة علاقة جنسية محضة,1
ياميمتي اش هاد الحالة الناس مضربين ومقاتلين ومطلعينهم بجوج فلونبلونص وطلع كمل عليه حيدلو السنان والقرجوطة عالاش مطلعين معاه حسبي الله ونعم الوكيل,0
ديرو فينا خير غير فبحال هاد حفلات لخماج بلا ماتذكرو الرسول الف صلاة و سلام عليه فهو بريء منكم يخ على قوم تفو رباعة الشيخات,1
شكون هدا لي معاها,0
هذه راها بنت,0
شتو فين وصلنا  ها النتيجة وشوف تيخي متبقايش تجيبي ليا هاذ الزبل رآه مرضتوني في عقلي انا كيبان ليا غادي نرجعو العصر الجاهلي  ملي وحدة عريانة و قالت يلي كتصلي هههههه,1
فعلا والدينا كانو هم الضمار الاول  لستي الاولى او الاخيرة الحمد لله زوجك واقف امعاك  جيلهوم كان قاصح ومكرد  ومسمومين كرفصتونا الله ينعل  النهار  اتفو,1
عيد الميلاد أو جاي الدار بوحدك فين هيا الزوجة ديالك  دابا انت هو الخائن ,1
لاحواوها واش تقدر تولد,1
بسبابكم ا زمر خسرنا  ,1
خاصو الاعدام بدون نقاش,1
عاونيني غير باشتراك فقناتي الله ارحم ليكم الواليدين  و سمحو ليا شكيت عليكم را حاس بيا غير لله,0
والله نبقى فييا هاد الراجل قلة الشي كدل ولكن ابحال هات الدل بزاف,0
الله يهدي مخلق وصافي قناة مسخة وشوف    اوسخ تفو عليكم كاملين,1
وأنتم يا اصحاب شوف الزبل الله يخذ  فيكم الحق,1
هد سعيدة قرف بحال شي حمقة بفوووو,1
سلام عليكم البنات ولعيالات معاكم  سعاد بغيت نسولكم شكون فيكم لي خدامة فشي شركة وقتلوها بالوعود والنقاط والمستويات بلا فايدةاجي اختي انا عندي ليك شركة زوينة الربح مضمون وبلا نقاط ووجع الرأس منتوجات طبيعية وغير بالأعشاب وشريكة مغربيةوالربح والتسجيل فابور والكاتالوك فابور وكتاخدي على كلا بنت دخلتيها درهم على كلا كوموند دارتها بنتكونزيدك اختي الكادوات على كلا كموند فابور مشي اي كادوات ومن ختيارك نتي يلاه الآلة اش خاصك فكوزينتك وفابور اجي تخيري وختاري على ذوقك ب درهم يلا اش كتسناي كليكي هنا ونامعاك   ,0
يا رب العالمين انت تستطيع ان تريحنا من هذا العفن,1
قال رسول الله صلى الله عليه وسلم الابتسامة في وجه أخيك صدقة فما بمساعدة أخيك ساعديني بإشتراك حفظكم الله ورعاكم مرحبا بيك اختي الكريمة الله يحفظك خويا عملي ابوني فلقنات,0
يخصه من الإعدام مابغاكش يطلقك,1
البنت غزالة تبارك الله ومازالة صغيرة الله يفرحها ويسعدها,0
اشدك عندو دخلتي الوطيل هههههه,0
سمع شويا نتا أصلآ واسع شويا ونتا كنتي نيا هكاك علاش وسعتليك أه أه أه حكها بشويا يداك نية هانية يكويك غير بشوية عليك  نتا أصلآ نية حتاش عمرو وقف ليك أه أه أه,1
إتقي الله راه هادشي لي كديري راه مايبغيه لا الله لا العبد ستري راسك وراجلك عندو الحق يدير فيك هادشي وكان خصو يدير ليك أكثر من هادشي تستاهلي اتقي الله,1
حكمو بي دين الله في قرآن,0
وباينة عليها شلوطية عايشة غير بالمأخيرة ديالها,1
الله يبعد اعلينا هذا الوباء القاتل امين يارب العالمين,0
اش هادشي ياربي تسترنا وتهدي ماخلق هدشي والله الى تيمرض الانسان مكتعرف ماتيعرفك ولكن متبغهيش يوصل لهاد شي,0
ههههههههههه لمغاربة لفساق اسالة هادي بلاد زبي,1
بعدد حروف القرآن اللهم أسعد قلب كل من ظغط لايك و إشتراك  ,0
هادو هوما بيجيدي اغبياء تاتلقاه غادي فمسار باش يشد مناصب عليا أو شادين مناصب ورغم دالك تايتبعو شهوات حتى تايفضحو راسهم,1
شرطة الفساد في عطلة من زمان حيت هذا فساد العلني,1
حشمتونا    وباقا زيدا فيه أنا منك نتكمش واش نتي  كتفسدي هاد المدة كاملة وفاضحة راسك بالصور وتتهدري وباز,1
شحال من جيم تستاهل كلمة  لا إله إلا الله  المسلمين بانو ,0
ههههههههه عيد ميلاد  بلحم ولبرقوق  موضة ديال   ولد لحرام هداك,1
صدق من قال عري عليها و دير البوز,1
ما بايناش فيه من لبوليزاريوا باية من المخبارات الكرغولي لبوليزاريوا تيصيفطوا غير لعيلات ديالهم ينبحوا,1
السلام عليكم اشك في الخبر جملةً وتفصيلاً  وستايك التفاصيل لاحقاً تحياتي,0
اوا بعد اوريتينا كفاش نجفو ما كناش عارفين هاذ الشقا كلو  تفو على زبل ايييخخخخ,1
الله يرضي عليك دريس شحتان المدير تاع قناه شوف تيفي على الاخبار التافهة ديالك راك طوب في القمة,0
رابور مغربي رائع  اخوكم من موريتانيا,0
عيفاتنا الله اعطيها العداب,1
و واخا تكوني مرتو متقبليش هاد شيء إلا كنت بنت الناس,1
الله اشافيه ويصبر اهلو صراحة صعيب راجب اردوه بنت و يبقا البس ملابس دلبنات ولا لعكس وحتى داكشي كاياتر على حياتو مع الناس مسكين لي عطاه ربي شيحاجة اكول الحمد لله,0
هي و بنت عويطة خرجو ليهم من الجنب,1
اودي الوالدین بقاو فیا  وکباااار مساکن    رباوها مسکینة,0
لكان جينا كاع لي يواعدنا بالزواج نمشيو معاه لكان كل بنت والدة ,1
صافي الصحافة ديال المجاري تقداو لكم هدا هو مستواكم,1
